DateTime	Temperature_C	BatteryVoltage_V	ActivityCount
2015-04-05 23:48:11	6.7	3.89	1
2015-04-05 23:59:11	6.7	3.89	1
2015-04-06 00:10:13	6.7	3.89	1
2015-04-06 00:21:15	6.7	3.89	1
2015-04-06 00:32:19	6.7	3.89	1
2015-04-06 00:43:38	6.7	3.89	1
2015-04-06 00:55:36	6.4	3.89	1
2015-04-06 01:06:36	6.4	3.89	1
2015-04-06 01:17:38	6.1	3.89	1
2015-04-06 01:28:42	5.4	3.89	1
2015-04-06 01:39:44	4.8	3.89	1
2015-04-06 01:51:25	4.8	3.86	1
2015-04-06 02:09:23	2.8	3.89	1
2015-04-06 02:21:23	2.5	3.89	1
2015-04-06 02:33:23	2.5	3.89	1
2015-04-06 02:44:23	2.1	3.89	1
2015-04-06 02:55:23	2.1	3.89	1
2015-04-06 03:06:46	1.8	3.89	1
2015-04-06 03:18:46	1.4	3.89	1
2015-04-06 03:30:46	1.4	3.89	1
2015-04-06 03:42:46	1.4	3.89	1
2015-04-06 03:54:46	1.4	3.89	1
2015-04-06 04:06:46	1.4	3.89	1
2015-04-06 04:18:39	1.4	3.88	1
2015-04-06 04:31:39	1.4	3.89	1
2015-04-06 04:43:39	1.4	3.89	1
2015-04-06 04:55:39	1.4	3.89	1
2015-04-06 05:07:39	1.4	3.89	1
2015-04-06 05:19:39	1.1	3.89	1
2015-04-06 05:31:01	0.8	3.88	1
2015-04-06 05:44:01	0.8	3.88	1
2015-04-06 05:57:01	0.8	3.89	1
2015-04-06 06:09:01	0.8	3.89	1
2015-04-06 06:21:01	1.1	3.89	1
2015-04-06 06:33:01	1.4	3.89	1
2015-04-06 06:45:49	2.1	3.88	1
2015-04-06 06:58:49	2.8	3.88	1
2015-04-06 07:11:51	3.5	3.88	1
2015-04-06 07:24:13	4.5	3.88	1
2015-04-06 07:38:15	5.8	3.88	1
2015-04-06 07:52:02	7.4	3.85	1
2015-04-06 08:11:02	7.0	3.88	1
2015-04-06 08:25:08	8.0	3.88	1
2015-04-06 08:38:31	8.6	3.88	1
2015-04-06 08:52:31	13.5	3.91	1
2015-04-06 09:00:52	16.0	3.92	1
2015-04-06 09:06:51	17.3	3.93	1
2015-04-06 09:13:45	18.9	3.94	1
2015-04-06 09:19:05	19.8	3.95	1
2015-04-06 09:25:21	21.1	3.95	1
2015-04-06 09:31:44	22.5	3.96	1
2015-04-06 09:37:04	23.1	3.97	1
2015-04-06 09:43:50	23.1	3.97	1
2015-04-06 09:49:58	25.2	3.97	1
2015-04-06 09:56:10	28.1	3.98	1
2015-04-06 10:02:38	30.0	3.98	1
2015-04-06 10:08:58	31.2	3.98	1
2015-04-06 10:14:54	32.8	3.99	1
2015-04-06 10:20:08	33.7	3.99	1
2015-04-06 10:26:53	34.5	4.00	1
2015-04-06 10:32:02	36.3	4.01	1
2015-04-06 10:38:26	37.6	4.01	1
2015-04-06 10:44:22	39.0	4.02	1
2015-04-06 10:50:18	39.0	4.03	1
2015-04-06 10:56:54	40.9	4.01	1
2015-04-06 11:02:09	41.4	4.00	1
2015-04-06 11:08:03	41.4	3.99	1
2015-04-06 11:14:24	40.4	3.99	1
2015-04-06 11:20:09	39.5	3.99	1
2015-04-06 11:26:18	39.0	4.00	1
2015-04-06 11:32:27	35.0	4.00	1
2015-04-06 11:38:07	32.0	4.00	1
2015-04-06 11:44:04	32.8	4.00	1
2015-04-06 11:50:08	34.1	4.01	1
2015-04-06 11:56:18	37.2	4.01	1
2015-04-06 12:02:48	40.4	4.02	1
2015-04-06 12:08:47	41.9	4.02	1
2015-04-06 12:14:45	41.9	4.02	1
2015-04-06 12:20:46	42.9	4.03	1
2015-04-06 12:27:47	46.0	4.01	1
2015-04-06 12:33:53	43.9	3.98	1
2015-04-06 12:39:34	39.0	3.99	1
2015-04-06 12:45:53	36.3	3.99	1
2015-04-06 12:51:49	35.8	3.99	1
2015-04-06 12:57:51	35.4	3.99	1
2015-04-06 13:03:11	33.7	3.99	1
2015-04-06 13:09:59	38.1	3.99	1
2015-04-06 13:15:17	40.4	4.00	1
2015-04-06 13:21:21	43.4	4.00	1
2015-04-06 13:27:26	42.9	4.01	1
2015-04-06 13:33:23	43.4	4.01	1
2015-04-06 13:39:27	43.9	4.02	1
2015-04-06 13:45:11	43.4	4.03	1
2015-04-06 13:51:58	46.0	4.01	1
2015-04-06 13:57:27	46.6	4.00	1
2015-04-06 14:03:27	46.6	3.98	1
2015-04-06 14:09:04	44.4	3.98	1
2015-04-06 14:15:46	42.4	3.99	1
2015-04-06 14:21:44	40.9	4.00	1
2015-04-06 14:27:42	38.5	4.00	1
2015-04-06 14:33:43	37.6	4.01	1
2015-04-06 14:39:45	39.0	4.01	1
2015-04-06 14:45:41	34.1	4.01	1
2015-04-06 14:51:32	36.3	4.01	1
2015-04-06 14:57:10	34.1	4.01	1
2015-04-06 15:03:51	35.0	4.02	1
2015-04-06 15:09:32	31.6	4.02	1
2015-04-06 15:15:26	28.9	4.02	1
2015-04-06 15:21:32	27.4	4.01	1
2015-04-06 15:27:32	25.6	4.01	1
2015-04-06 15:33:00	25.6	4.00	1
2015-04-06 15:39:56	22.8	3.99	1
2015-04-06 15:45:17	22.8	3.99	1
2015-04-06 15:51:44	20.8	3.97	1
2015-04-06 15:57:16	20.5	3.97	1
2015-04-06 16:03:13	21.1	3.97	1
2015-04-06 16:09:24	23.1	3.97	1
2015-04-06 16:15:54	21.1	3.96	1
2015-04-06 16:21:22	19.2	3.97	1
2015-04-06 16:27:03	18.2	3.96	1
2015-04-06 16:33:52	16.3	3.97	1
2015-04-06 16:39:00	15.7	3.97	1
2015-04-06 16:45:23	16.0	3.97	1
2015-04-06 16:51:32	15.7	3.97	1
2015-04-06 16:57:54	15.4	3.97	1
2015-04-06 17:03:01	14.8	3.97	1
2015-04-06 17:09:32	14.8	3.95	1
2015-04-06 17:15:43	14.2	3.96	1
2015-04-06 17:21:07	14.2	3.96	1
2015-04-06 17:27:35	13.9	3.96	1
2015-04-06 17:33:58	13.5	3.96	1
2015-04-06 17:39:19	13.9	3.94	1
2015-04-06 17:45:18	13.2	3.96	1
2015-04-06 17:51:28	12.9	3.96	1
2015-04-06 17:57:43	12.9	3.96	1
2015-04-06 18:04:05	12.9	3.94	1
2015-04-06 18:10:04	12.3	3.96	1
2015-04-06 18:16:49	12.0	3.95	1
2015-04-06 18:23:11	12.3	3.94	1
2015-04-06 18:29:05	11.7	3.95	1
2015-04-06 18:36:25	11.4	3.95	1
2015-04-06 18:42:20	11.1	3.95	1
2015-04-06 18:48:43	10.8	3.95	1
2015-04-06 18:54:37	10.5	3.95	1
2015-04-06 19:00:59	10.5	3.95	1
2015-04-06 19:07:00	10.2	3.95	1
2015-04-06 19:19:59	9.5	3.93	1
2015-04-06 19:27:59	8.9	3.93	1
2015-04-06 19:39:41	8.6	3.93	1
2015-04-06 19:47:37	8.6	3.93	1
2015-04-06 20:01:48	9.2	3.90	1
2015-04-06 20:11:43	8.3	3.91	1
2015-04-06 20:20:39	9.5	3.86	1
2015-04-06 20:38:31	7.0	3.89	1
2015-04-06 20:49:31	6.7	3.89	1
2015-04-06 21:00:31	6.4	3.89	1
2015-04-06 21:11:31	6.1	3.89	1
2015-04-06 21:22:31	5.8	3.89	1
2015-04-06 21:33:03	6.1	3.88	1
2015-04-06 21:46:03	5.8	3.88	1
2015-04-06 21:59:03	5.4	3.88	1
2015-04-06 22:12:03	5.8	3.88	1
2015-04-06 22:25:03	5.4	3.88	1
2015-04-06 22:38:03	5.1	3.88	1
2015-04-06 22:51:20	5.1	3.88	1
2015-04-06 23:05:20	4.8	3.88	1
2015-04-06 23:18:20	4.5	3.88	1
2015-04-06 23:31:20	4.8	3.88	1
2015-04-06 23:44:20	4.8	3.88	1
2015-04-06 23:57:20	4.8	3.88	1
2015-04-07 00:10:38	5.1	3.88	1
2015-04-07 00:23:38	4.8	3.88	1
2015-04-07 00:36:38	4.1	3.88	1
2015-04-07 00:49:38	4.1	3.88	1
2015-04-07 01:02:38	4.1	3.88	1
2015-04-07 01:15:38	3.8	3.88	1
2015-04-07 01:28:20	3.8	3.88	1
2015-04-07 01:42:20	3.5	3.88	1
2015-04-07 01:56:20	3.1	3.88	1
2015-04-07 02:10:20	3.5	3.88	1
2015-04-07 02:24:20	3.1	3.88	1
2015-04-07 02:38:20	2.8	3.88	1
2015-04-07 02:52:56	2.8	3.88	1
2015-04-07 03:06:56	2.8	3.88	1
2015-04-07 03:20:56	2.5	3.88	1
2015-04-07 03:34:54	2.8	3.88	1
2015-04-07 03:48:54	3.5	3.88	1
2015-04-07 04:02:21	3.8	3.87	1
2015-04-07 04:17:21	3.5	3.88	1
2015-04-07 04:31:21	3.1	3.88	1
2015-04-07 04:45:21	2.8	3.88	1
2015-04-07 04:59:21	2.5	3.88	1
2015-04-07 05:13:21	2.1	3.88	1
2015-04-07 05:27:59	2.1	3.87	1
2015-04-07 05:42:59	1.8	3.87	1
2015-04-07 05:57:59	1.8	3.87	1
2015-04-07 06:12:57	2.1	3.87	1
2015-04-07 06:27:57	2.5	3.87	1
2015-04-07 06:42:21	4.1	3.87	1
2015-04-07 06:57:21	5.8	3.87	1
2015-04-07 07:12:48	6.7	3.87	1
2015-04-07 07:28:46	7.0	3.87	1
2015-04-07 07:43:48	7.7	3.87	1
2015-04-07 07:58:42	8.6	3.87	1
2015-05-12 09:29:22	31.6	3.93	1
2015-05-12 09:35:37	32.0	3.93	1
2015-05-12 09:41:36	31.6	3.93	1
2015-05-12 09:48:27	32.8	3.92	3
2015-05-12 09:54:23	32.8	3.93	6
2015-05-12 10:00:45	38.1	3.95	7
2015-05-12 10:06:02	40.4	3.95	10
2015-05-12 10:12:01	35.8	3.96	12
2015-05-12 10:18:15	34.5	3.96	14
2015-05-12 10:24:32	38.1	3.96	16
2015-05-12 10:30:54	39.5	3.96	19
2015-05-12 10:37:32	36.3	3.97	23
2015-05-12 10:43:40	33.7	3.96	26
2015-05-12 10:49:43	33.7	3.96	26
2015-05-12 10:55:52	34.1	3.96	27
2015-05-12 11:01:58	34.1	3.96	31
2015-05-12 11:08:11	34.5	3.95	34
2015-05-12 11:14:04	34.5	3.96	35
2015-05-12 11:20:42	35.8	3.96	39
2015-05-12 11:26:54	36.7	3.96	41
2015-05-12 11:32:53	38.5	3.95	41
2015-05-12 11:38:52	37.6	3.96	42
2015-05-12 11:44:08	38.1	3.95	44
2015-05-12 11:50:06	36.7	3.95	46
2015-05-12 11:56:20	36.3	3.95	48
2015-05-12 12:02:29	35.8	3.95	50
2015-05-12 12:08:30	39.0	3.97	54
2015-05-12 12:14:35	37.6	3.97	57
2015-05-12 12:20:22	37.6	3.96	58
2015-05-12 12:26:30	35.4	3.96	60
2015-05-12 12:32:54	37.6	3.96	64
2015-05-12 12:38:03	40.4	3.96	67
2015-05-12 12:44:12	40.9	3.97	69
2015-05-12 12:50:21	39.0	3.97	73
2015-05-12 12:56:44	37.2	3.97	75
2015-05-12 13:02:53	35.0	3.97	78
2015-05-12 13:08:01	34.1	3.96	80
2015-05-12 13:14:16	31.6	3.96	80
2015-05-12 13:20:27	33.3	3.98	81
2015-05-12 13:26:34	37.2	3.96	82
2015-05-12 13:32:47	37.2	3.97	84
2015-05-12 13:39:08	38.1	3.96	84
2015-05-12 13:45:22	38.1	3.97	87
2015-05-12 13:51:40	34.5	3.96	89
2015-05-12 13:57:03	32.8	3.96	91
2015-05-12 14:03:21	32.0	3.96	91
2015-05-12 14:09:37	31.2	3.96	91
2015-05-12 14:15:57	30.8	3.95	91
2015-05-12 14:21:49	28.9	3.96	94
2015-05-12 14:27:11	29.6	3.95	95
2015-05-12 14:33:07	29.3	3.95	98
2015-05-12 14:39:23	28.9	3.95	103
2015-05-12 14:45:45	29.3	3.95	105
2015-05-12 14:51:39	28.9	3.95	111
2015-05-12 14:57:00	29.6	3.94	113
2015-05-12 15:03:53	28.9	3.95	115
2015-05-12 15:09:57	29.3	3.94	116
2015-05-12 15:15:56	28.9	3.95	121
2015-05-12 15:22:08	29.6	3.94	124
2015-05-12 15:28:07	29.3	3.94	125
2015-05-12 15:34:03	29.3	3.94	125
2015-05-12 15:40:12	29.3	3.94	127
2015-05-12 15:46:10	28.9	3.94	129
2015-05-12 15:52:20	29.3	3.94	131
2015-05-12 15:58:19	31.2	3.94	131
2015-05-12 16:04:39	33.3	3.93	131
2015-05-12 16:11:30	33.7	3.94	131
2015-05-12 16:17:27	33.3	3.94	133
2015-05-12 16:23:43	34.1	3.94	133
2015-05-12 16:29:43	34.5	3.94	133
2015-05-12 16:35:40	35.0	3.94	133
2015-05-12 16:41:03	34.1	3.93	133
2015-05-12 16:47:00	33.7	3.93	135
2015-05-12 16:54:22	32.8	3.93	135
2015-05-12 17:01:13	33.3	3.93	135
2015-05-12 17:07:12	33.7	3.93	135
2015-05-12 17:13:13	35.0	3.92	135
2015-05-12 17:22:09	34.1	3.93	137
2015-05-12 17:30:05	32.8	3.93	139
2015-05-12 17:39:20	31.6	3.93	139
2015-05-12 17:47:18	30.8	3.93	139
2015-05-12 17:55:31	30.8	3.92	143
2015-05-12 18:05:27	32.0	3.92	145
2015-05-12 18:15:24	32.8	3.92	147
2015-05-12 18:25:18	32.8	3.92	147
2015-05-12 18:35:15	33.3	3.92	147
2015-05-12 18:45:18	32.8	3.92	147
2015-05-12 18:55:12	33.3	3.92	147
2015-05-12 19:05:09	33.3	3.92	147
2015-05-12 19:15:03	33.3	3.92	147
2015-05-12 19:25:19	30.8	3.92	151
2015-05-12 19:35:16	32.4	3.92	151
2015-05-12 19:45:10	33.7	3.92	151
2015-05-12 19:55:07	34.1	3.92	153
2015-05-12 20:05:37	35.0	3.91	153
2015-05-12 20:12:28	33.7	3.92	153
2015-05-12 20:18:25	33.7	3.92	153
2015-05-12 20:24:24	33.3	3.92	153
2015-05-12 20:30:20	31.2	3.92	154
2015-05-12 20:36:19	30.8	3.92	156
2015-05-12 20:42:17	28.9	3.92	161
2015-05-12 20:48:15	29.3	3.92	161
2015-05-12 20:54:40	31.2	3.92	161
2015-05-12 21:00:36	31.6	3.92	161
2015-05-12 21:06:35	32.0	3.92	163
2015-05-12 21:12:31	32.8	3.92	163
2015-05-12 21:18:28	33.3	3.92	163
2015-05-12 21:24:27	33.7	3.92	163
2015-05-12 21:30:24	32.8	3.92	163
2015-05-12 21:36:20	31.6	3.92	163
2015-05-12 21:42:34	32.8	3.91	163
2015-05-12 21:49:29	33.3	3.91	163
2015-05-12 21:56:26	33.7	3.91	163
2015-05-12 22:03:24	33.7	3.91	163
2015-05-12 22:10:21	33.7	3.91	164
2015-05-12 22:17:17	28.5	3.92	167
2015-05-12 22:23:15	26.3	3.92	170
2015-05-12 22:29:41	26.6	3.91	175
2015-05-12 22:37:33	28.9	3.91	180
2015-05-12 22:44:32	30.8	3.91	180
2015-05-12 22:51:28	32.0	3.91	182
2015-05-12 22:58:25	32.8	3.91	182
2015-05-12 23:05:22	32.8	3.91	182
2015-05-12 23:12:19	32.8	3.91	183
2015-05-12 23:19:16	32.8	3.91	183
2015-05-12 23:26:54	32.8	3.91	183
2015-05-12 23:34:49	33.3	3.91	183
2015-05-12 23:42:47	32.4	3.91	184
2015-05-12 23:50:42	32.0	3.91	187
2015-05-12 23:58:39	32.0	3.91	190
2015-05-13 00:06:37	30.8	3.91	193
2015-05-13 00:14:33	30.0	3.91	197
2015-05-13 00:22:51	30.8	3.91	197
2015-05-13 00:30:48	32.0	3.91	197
2015-05-13 00:38:43	32.0	3.91	197
2015-05-13 00:46:40	32.4	3.91	197
2015-05-13 00:54:38	32.0	3.91	199
2015-05-13 01:02:35	30.0	3.91	201
2015-05-13 01:10:32	31.2	3.91	201
2015-05-13 01:18:49	30.0	3.91	203
2015-05-13 01:26:46	31.6	3.91	203
2015-05-13 01:34:41	32.0	3.91	205
2015-05-13 01:42:38	32.8	3.91	206
2015-05-13 01:50:36	31.2	3.91	210
2015-05-13 01:58:32	28.9	3.91	216
2015-05-13 02:06:29	29.6	3.91	217
2015-05-13 02:14:20	30.4	3.90	219
2015-05-13 02:23:17	30.0	3.90	219
2015-05-13 02:32:14	31.6	3.90	219
2015-05-13 02:41:10	32.4	3.90	219
2015-05-13 02:50:08	32.4	3.90	219
2015-05-13 02:59:04	32.4	3.90	219
2015-05-13 03:09:00	32.4	3.90	219
2015-05-13 03:18:04	32.4	3.90	219
2015-05-13 03:27:00	32.8	3.90	219
2015-05-13 03:36:56	32.8	3.90	219
2015-05-13 03:45:52	32.4	3.90	220
2015-05-13 03:54:47	32.8	3.90	220
2015-05-13 04:03:03	33.3	3.90	220
2015-05-13 04:14:00	31.2	3.90	222
2015-05-13 04:24:56	32.0	3.90	223
2015-05-13 04:34:11	31.2	3.90	227
2015-05-13 04:44:06	29.3	3.90	231
2015-05-13 04:54:03	26.6	3.90	233
2015-05-13 05:04:35	28.5	3.90	237
2015-05-13 05:14:32	28.1	3.90	237
2015-05-13 05:24:29	25.9	3.90	241
2015-05-13 05:34:38	25.6	3.90	245
2015-05-13 05:44:34	26.3	3.90	250
2015-05-13 05:54:33	27.4	3.90	253
2015-05-13 06:04:28	29.6	3.90	3
2015-05-13 06:13:43	32.0	3.91	7
2015-05-13 06:21:40	30.8	3.91	9
2015-05-13 06:29:37	30.4	3.91	14
2015-05-13 06:37:51	30.4	3.90	17
2015-05-13 06:46:48	30.4	3.91	21
2015-05-13 06:54:45	30.4	3.91	26
2015-05-13 07:02:17	30.0	3.89	27
2015-05-13 07:13:57	30.4	3.90	30
2015-05-13 07:22:54	30.0	3.90	34
2015-05-13 07:31:51	30.0	3.90	40
2015-05-13 07:40:30	32.0	3.90	43
2015-05-13 07:50:26	33.3	3.90	48
2015-05-13 08:00:20	31.2	3.90	51
2015-05-13 08:09:39	31.2	3.90	53
2015-05-13 08:18:36	30.4	3.90	55
2015-05-13 08:27:34	31.6	3.90	59
2015-05-13 08:36:46	35.0	3.91	61
2015-05-13 08:44:42	34.5	3.91	63
2015-05-13 08:52:38	35.4	3.91	65
2015-05-13 09:00:34	35.4	3.91	65
2015-05-13 09:08:37	35.0	3.91	68
2015-05-13 09:15:32	34.1	3.91	70
2015-05-13 09:22:30	33.7	3.91	73
2015-05-13 09:29:41	34.1	3.91	77
2015-05-13 09:36:39	34.1	3.91	80
2015-05-13 09:43:34	35.0	3.91	83
2015-05-13 09:50:32	35.0	3.91	88
2015-05-13 09:57:51	34.5	3.92	90
2015-05-13 10:06:51	36.7	3.92	93
2015-05-13 10:17:12	36.3	3.92	95
2015-05-13 10:23:12	35.8	3.92	95
2015-05-13 10:33:10	35.4	3.92	97
2015-05-13 10:43:26	35.8	3.92	100
2015-05-13 10:49:23	35.8	3.92	102
2015-05-13 10:55:23	36.7	3.92	105
2015-05-13 11:01:21	39.9	3.92	105
2015-05-13 11:07:36	43.4	3.93	106
2015-05-13 11:16:36	40.9	3.93	109
2015-05-13 11:24:45	41.9	3.93	113
2015-05-13 11:30:44	45.5	3.95	114
2015-05-13 11:36:46	46.0	3.94	115
2015-05-13 11:42:05	42.9	3.94	116
2015-05-13 11:48:04	39.9	3.94	119
2015-05-13 11:54:18	39.0	3.94	121
2015-05-13 12:00:19	38.1	3.94	121
2015-05-13 12:06:41	37.2	3.94	121
2015-05-13 12:12:39	39.5	3.94	123
2015-05-13 12:18:38	41.9	3.94	123
2015-05-13 12:24:04	42.9	3.94	123
2015-05-13 12:30:04	42.9	3.94	123
2015-05-13 12:36:16	43.4	3.95	125
2015-05-13 12:42:29	43.4	3.95	128
2015-05-13 12:49:40	41.9	3.95	132
2015-05-13 12:55:59	42.4	3.97	134
2015-05-13 13:01:11	41.9	3.98	135
2015-05-13 13:07:48	40.4	3.98	137
2015-05-13 13:13:00	42.9	3.98	140
2015-05-13 13:19:00	41.4	3.98	143
2015-05-13 13:25:02	42.9	3.98	145
2015-05-13 13:31:58	40.9	3.98	147
2015-05-13 13:38:00	40.4	3.98	147
2015-05-13 13:44:55	41.4	3.97	151
2015-05-13 13:50:11	41.9	3.97	151
2015-05-13 13:56:23	41.4	3.98	151
2015-05-13 14:02:20	40.4	3.97	153
2015-05-13 14:08:33	39.0	3.98	153
2015-05-13 14:14:22	38.1	3.97	156
2015-05-13 14:20:34	36.7	3.97	160
2015-05-13 14:26:36	35.8	3.97	164
2015-05-13 14:33:51	35.0	3.96	165
2015-05-13 14:40:14	32.8	3.96	167
2015-05-13 14:46:30	32.4	3.95	168
2015-05-13 14:52:46	32.4	3.95	169
2015-05-13 14:58:39	31.6	3.96	171
2015-05-13 15:04:46	31.2	3.96	172
2015-05-13 15:10:52	30.4	3.96	176
2015-05-13 15:17:02	30.4	3.95	179
2015-05-13 15:24:00	31.2	3.96	181
2015-05-13 15:30:03	32.4	3.96	181
2015-05-13 15:36:10	32.8	3.95	181
2015-05-13 15:42:07	33.7	3.95	181
2015-05-13 15:48:22	33.7	3.95	181
2015-05-13 15:55:04	34.5	3.94	184
2015-05-13 16:01:04	34.1	3.95	185
2015-05-13 16:07:18	34.5	3.94	185
2015-05-13 16:13:11	33.7	3.95	185
2015-05-13 16:19:19	31.6	3.94	187
2015-05-13 16:25:12	32.4	3.95	187
2015-05-13 16:31:18	33.7	3.94	187
2015-05-13 16:37:11	33.7	3.95	187
2015-05-13 16:43:33	34.1	3.94	188
2015-05-13 16:49:13	33.3	3.93	189
2015-05-13 16:56:02	33.3	3.93	189
2015-05-13 17:03:21	33.7	3.93	189
2015-05-13 17:15:49	34.1	3.91	189
2015-05-13 17:22:46	33.3	3.91	189
2015-05-13 17:29:30	33.3	3.90	191
2015-05-13 17:38:26	30.4	3.91	195
2015-05-13 17:46:10	32.0	3.89	195
2015-05-13 17:58:05	32.4	3.89	195
2015-05-13 18:09:47	33.3	3.88	195
2015-05-13 18:22:28	34.1	3.87	195
2015-05-13 18:38:49	32.4	3.87	199
2015-05-13 18:54:43	29.3	3.87	203
2015-05-13 19:09:02	31.6	3.87	203
2015-05-13 19:25:55	32.0	3.87	203
2015-05-13 19:41:49	32.0	3.87	203
2015-05-13 19:57:43	30.8	3.87	203
2015-05-13 20:12:39	32.4	3.87	205
2015-05-13 20:28:00	33.3	3.87	205
2015-05-13 20:44:54	32.4	3.87	209
2015-05-13 21:00:48	29.3	3.87	215
2015-05-13 21:16:42	32.4	3.87	215
2015-05-13 21:32:34	32.8	3.87	215
2015-05-13 21:48:29	32.4	3.87	216
2015-05-13 22:04:36	33.7	3.87	218
2015-05-13 22:20:29	33.7	3.87	218
2015-05-13 22:36:24	30.4	3.87	222
2015-05-13 22:52:18	32.4	3.87	222
2015-05-13 23:08:10	32.8	3.87	222
2015-05-13 23:24:29	33.7	3.87	222
2015-05-13 23:40:22	33.7	3.87	222
2015-05-13 23:56:13	34.1	3.87	224
2015-05-14 00:12:06	34.1	3.87	224
2015-05-14 00:28:00	34.1	3.87	224
2015-05-14 00:44:53	32.0	3.87	227
2015-05-14 01:00:27	33.7	3.86	227
2015-05-14 01:17:19	34.1	3.86	227
2015-05-14 01:34:11	34.1	3.86	227
2015-05-14 01:51:03	34.5	3.86	227
2015-05-14 02:08:53	35.0	3.86	227
2015-05-14 02:25:56	31.6	3.86	229
2015-05-14 02:42:47	33.7	3.86	231
2015-05-14 02:59:39	34.5	3.86	233
2015-05-14 03:16:31	34.5	3.86	237
2015-05-14 03:33:23	34.5	3.86	237
2015-05-14 03:50:15	32.0	3.86	237
2015-05-14 04:07:33	27.4	3.86	243
2015-05-14 04:24:27	27.4	3.86	247
2015-05-14 04:41:02	30.0	3.85	250
2015-05-14 05:00:49	29.6	3.86	251
2015-05-14 05:17:43	32.4	3.87	5
2015-05-14 05:33:55	35.4	3.87	13
2015-05-14 05:48:52	37.6	3.89	20
2015-05-14 06:00:52	48.2	3.91	26
2015-05-14 06:08:16	48.8	3.92	29
2015-05-14 06:14:16	48.2	3.92	32
2015-05-14 06:20:16	41.9	3.92	34
2015-05-14 06:26:25	35.4	3.91	39
2015-05-14 06:33:16	32.8	3.92	44
2015-05-14 06:39:13	31.6	3.92	45
2015-05-14 06:45:50	32.0	3.91	45
2015-05-14 06:53:48	33.3	3.91	47
2015-05-14 07:00:06	33.3	3.91	49
2015-05-14 07:08:02	33.3	3.91	51
2015-05-14 07:16:57	39.5	3.93	56
2015-05-14 07:22:06	43.4	3.94	58
2015-05-14 07:28:07	46.0	3.94	58
2015-05-14 07:35:49	39.0	3.94	59
2015-05-14 07:41:50	36.3	3.94	61
2015-05-14 07:47:10	36.3	3.94	63
2015-05-14 07:53:09	38.1	3.95	67
2015-05-14 07:59:53	40.9	3.96	67
2015-05-14 08:05:16	45.0	3.96	70
2015-05-14 08:11:29	48.8	3.97	71
2015-05-14 08:17:13	50.5	3.97	72
2015-05-14 08:23:45	51.7	3.97	75
2015-05-14 08:30:10	50.5	3.97	78
